"","X","DRUG","CName","PName","cc_predict...2.","cc_real...2.","Acta_Normal"
"675",27,"PD-0332991","NCIH1355_LUNG","NCI-H1355",-0.700655953275349,-0.215724756776146,-0.215724756776146
"676",28,"PD-0332991","NCIH1651_LUNG","NCI-H1651",-0.697787539855234,-0.723924861143316,-0.723924861143316
"677",29,"PD-0332991","NCIH1666_LUNG","NCI-H1666",-0.698387265072153,-0.871178561109032,-0.871178561109032
"678",30,"PD-0332991","NCIH1869_LUNG","NCI-H1869",-0.683720105512825,-0.895772648728636,-0.895772648728636
"679",31,"PD-0332991","NCIH2023_LUNG","NCI-H2023",-0.710397607423113,-0.512563349846878,-0.512563349846878
"680",32,"PD-0332991","NCIH2122_LUNG","NCI-H2122",-0.687450183225447,-0.130895228651656,-0.130895228651656
"681",33,"PD-0332991","NCIH28_PLEURA","NCI-H28",-0.682780540257005,-0.46108283468736,-0.46108283468736
"682",34,"PD-0332991","NCIH650_LUNG","NCI-H650",-0.671446672772144,-0.888209222098911,-0.888209222098911
"683",35,"PD-0332991","NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","NCO2",-0.549865280026937,-0.380073873096721,-0.380073873096721
"684",36,"PD-0332991","OCUM1_STOMACH","OCUM-1",-0.645623642395468,-0.566310302780715,-0.566310302780715
"685",37,"PD-0332991","RERFGC1B_STOMACH","RERF-GC-1B",-0.680453315584293,-0.944190235124576,-0.944190235124576
"686",38,"PD-0332991","SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SK-MM-2",-0.550999519674764,-0.606134852243739,-0.606134852243739
"687",39,"PD-0332991","SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SU-DHL-10",-0.466393525690523,-0.0917829882034185,-0.0917829882034185
"688",40,"PD-0332991","SW1088_CENTRAL_NERVOUS_SYSTEM","SW 1088",-0.709018364863995,-0.856414337893472,-0.856414337893472
"689",41,"PD-0332991","TE617T_SOFT_TISSUE","TE 617.T",-0.644939667006272,0.116340754843993,0.116340754843993
"690",42,"PD-0332991","WM1799_SKIN","WM1799",-0.672841784246974,-0.265133100256287,-0.265133100256287
"691",43,"PD-0332991","WM793_SKIN","WM-793",-0.697944026561212,0.0104009777358519,0.0104009777358519
"692",44,"PD-0332991","WM88_SKIN","WM-88",-0.673379360406132,-0.574728500228183,-0.574728500228183
"693",45,"PD-0332991","X639V_URINARY_TRACT","639-V",-0.693223812348169,-0.473192087938718,-0.473192087938718
"694",1,"PF2341066","A2058_SKIN","A2058",-0.569305097409631,-0.617790817940233,-0.617790817940233
"695",2,"PF2341066","AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AMO-1",-0.440250566222813,-0.0968986620368801,-0.0968986620368801
"696",3,"PF2341066","BT549_BREAST","BT-549",-0.573167265079121,-0.610732483157356,-0.610732483157356
"697",4,"PF2341066","CAKI2_KIDNEY","Caki-2",-0.572329850545663,-0.955878578503561,-0.955878578503561
"698",5,"PF2341066","CAL78_BONE","CAL-78",-0.569965644287211,-0.394838096312281,-0.394838096312281
"699",6,"PF2341066","CALU6_LUNG","Calu-6",-0.573510940191349,-0.496633530061669,-0.496633530061669
"700",7,"PF2341066","EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","EB2",-0.37316038881228,-0.763037101591554,-0.763037101591554
"701",8,"PF2341066","G401_SOFT_TISSUE","G-401",-0.513902427078365,-0.200960533560586,-0.200960533560586
"702",9,"PF2341066","H4_CENTRAL_NERVOUS_SYSTEM","H4",-0.575006146738046,0.0756096302712418,0.0756096302712418
"703",10,"PF2341066","HCC2935_LUNG","HCC2935",-0.55705905534001,-0.948341054019827,-0.948341054019827
"704",11,"PF2341066","HEC265_ENDOMETRIUM","HEC-265",-0.576177359634288,-0.484200499985408,-0.484200499985408
"705",12,"PF2341066","HEP3B217_LIVER","Hep 3B2.1-7",-0.521807061619321,-0.536328568794731,-0.536328568794731
"706",13,"PF2341066","HT1376_URINARY_TRACT","HT-1376",-0.547566970094976,-0.460500036402535,-0.460500036402535
"707",14,"PF2341066","IALM_LUNG","IA-LM",-0.571176813339167,-0.598687985270978,-0.598687985270978
"708",15,"PF2341066","IGROV1_OVARY","IGROV1",-0.570239714071944,-0.890993702793073,-0.890993702793073
"709",16,"PF2341066","JHH4_LIVER","JHH-4",-0.56663720018577,-0.669206577734771,-0.669206577734771
"710",17,"PF2341066","JHUEM2_ENDOMETRIUM","JHUEM-2",-0.543437602754797,-0.182958542095999,-0.182958542095999
"711",18,"PF2341066","KELLY_AUTONOMIC_GANGLIA","KELLY",-0.459977707835589,-0.49436709228735,-0.49436709228735
"712",19,"PF2341066","KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KU812",-0.444934985084807,0.155258729197289,0.155258729197289
"713",20,"PF2341066","KYSE410_OESOPHAGUS","KYSE-410",-0.587807194474237,-0.504015641669449,-0.504015641669449
"714",21,"PF2341066","KYSE510_OESOPHAGUS","KYSE-510",-0.581958619148651,-0.888273977463891,-0.888273977463891
"715",22,"PF2341066","L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","L-363",-0.439875994163711,0.599221511503777,0.599221511503777
"716",23,"PF2341066","MDAMB415_BREAST","MDA-MB-415",-0.524061869342127,-0.53367359883053,-0.53367359883053
"717",24,"PF2341066","MFE280_ENDOMETRIUM","MFE-280",-0.535453123662732,-0.65800389959314,-0.65800389959314
"718",25,"PF2341066","NCIH1339_LUNG","NCI-H1339",-0.564836386165569,-0.297575538111531,-0.297575538111531
"719",26,"PF2341066","NCIH1581_LUNG","NCI-H1581",-0.506544686012315,-0.550769015185389,-0.550769015185389
"720",27,"PF2341066","NCIH2023_LUNG","NCI-H2023",-0.585012147833678,-0.183282318920902,-0.183282318920902
"721",28,"PF2341066","NCIH358_LUNG","NCI-H358",-0.576853962154403,-0.391276551238352,-0.391276551238352
"722",29,"PF2341066","OC314_OVARY","OC 314",-0.583570074170372,-0.802991161784538,-0.802991161784538
"723",30,"PF2341066","ONS76_CENTRAL_NERVOUS_SYSTEM","ONS-76",-0.56530755347778,-0.790234354883375,-0.790234354883375
"724",31,"PF2341066","OV90_OVARY","OV-90",-0.531903485874053,-0.586449221289658,-0.586449221289658
"725",32,"PF2341066","OVMANA_OVARY","OVMANA",-0.509332553022258,-0.434662645775305,-0.434662645775305
"726",33,"PF2341066","PK45H_PANCREAS","PK-45H",-0.592368904929268,-0.60257330716981,-0.60257330716981
"727",34,"PF2341066","RD_SOFT_TISSUE","RD",-0.534470424485497,-0.479343847611868,-0.479343847611868
"728",35,"PF2341066","RERFLCMS_LUNG","RERF-LC-MS",-0.598593188214686,-0.952534611455966,-0.952534611455966
"729",36,"PF2341066","SCC25_UPPER_AERODIGESTIVE_TRACT","SCC-25",-0.570011862888068,-0.710585255957327,-0.710585255957327
"730",37,"PF2341066","SHP77_LUNG","SHP-77",-0.481719017578895,-0.564756174021182,-0.564756174021182
"731",38,"PF2341066","SKMEL2_SKIN","SK-MEL-2",-0.544472110885576,-0.644081496122327,-0.644081496122327
"732",39,"PF2341066","SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SK-MM-2",-0.446889698904817,-0.540537667518465,-0.540537667518465
"733",40,"PF2341066","SNU398_LIVER","SNU-398",-0.52263027021617,-0.348278988891283,-0.348278988891283
"734",41,"PF2341066","SNU449_LIVER","SNU-449",-0.570590062448583,-0.780326784041354,-0.780326784041354
"735",42,"PF2341066","SW1271_LUNG","SW 1271",-0.575242796992971,-0.490352259658558,-0.490352259658558
"736",43,"PF2341066","SW620_LARGE_INTESTINE","SW620",-0.543960018897359,-0.229323383422056,-0.229323383422056
"737",44,"PF2341066","TE5_OESOPHAGUS","TE-5",-0.553764800652634,-0.81432335065613,-0.81432335065613
"738",45,"PF2341066","X639V_URINARY_TRACT","639-V",-0.57022258140465,-0.326391675527865,-0.326391675527865
"739",46,"PF2341066","ZR7530_BREAST","ZR-75-30",-0.520762597906456,-0.928623045383257,-0.928623045383257
"740",1,"PHA-665752","A2058_SKIN","A2058",-0.732636069184477,-0.826173582447567,-0.826173582447567
"741",2,"PHA-665752","A375_SKIN","A-375",-0.734872900655119,-0.689021719418812,-0.689021719418812
"742",3,"PHA-665752","BT549_BREAST","BT-549",-0.737149346573856,-0.884259144835099,-0.884259144835099
"743",4,"PHA-665752","BXPC3_PANCREAS","BxPC-3",-0.720861081422745,-0.383829684265592,-0.383829684265592
"744",5,"PHA-665752","COLO678_LARGE_INTESTINE","COLO-678",-0.703780584831524,-0.808624878537844,-0.808624878537844
"745",6,"PHA-665752","COV504_OVARY","COV504",-0.740227520421506,-0.955878578503561,-0.955878578503561
"746",7,"PHA-665752","DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","DOHH-2",-0.582221696627288,-0.101043005395634,-0.101043005395634
"747",8,"PHA-665752","EFE184_ENDOMETRIUM","EFE-184",-0.73139129686038,-0.740243213118408,-0.740243213118408
"748",9,"PHA-665752","EN_ENDOMETRIUM","EN",-0.715201385480962,-0.903225991237895,-0.903225991237895
"749",10,"PHA-665752","F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","F-36P",-0.615673991503565,-0.435828242344954,-0.435828242344954
"750",11,"PHA-665752","FADU_UPPER_AERODIGESTIVE_TRACT","FaDu",-0.7373661036809,-0.785636723969757,-0.785636723969757
"751",12,"PHA-665752","FUOV1_OVARY","FU-OV-1",-0.726196585148554,-0.782463711085711,-0.782463711085711
"752",13,"PHA-665752","G361_SKIN","G-361",-0.719434147887688,-0.528428414267107,-0.528428414267107
"753",14,"PHA-665752","G402_SOFT_TISSUE","G-402",-0.694644852118312,-0.430453547051571,-0.430453547051571
"754",15,"PHA-665752","GCIY_STOMACH","GCIY",-0.728051587095546,-0.929238221350572,-0.929238221350572
"755",16,"PHA-665752","GCT_SOFT_TISSUE","GCT",-0.736655202346163,0.229856909654855,0.229856909654855
"756",17,"PHA-665752","GMS10_CENTRAL_NERVOUS_SYSTEM","GMS-10",-0.739100194439225,-0.652629204299756,-0.652629204299756
"757",18,"PHA-665752","HARA_LUNG","HARA",-0.73036648828212,-0.867681771400084,-0.867681771400084
"758",19,"PHA-665752","HCT15_LARGE_INTESTINE","HCT-15",-0.730365511285314,-0.821381685439008,-0.821381685439008
"759",20,"PHA-665752","HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HD-MY-Z",-0.721386046084922,-0.502655779004858,-0.502655779004858
"760",21,"PHA-665752","HDQP1_BREAST","HDQ-P1",-0.726124460911317,-0.163985220156705,-0.163985220156705
"761",22,"PHA-665752","HS229T_LUNG","Hs 229.T",-0.741409444300311,-0.0595348164431164,-0.0595348164431164
"762",23,"PHA-665752","HS729_SOFT_TISSUE","Hs 729",-0.731720700047087,-0.309684791362889,-0.309684791362889
"763",24,"PHA-665752","HS766T_PANCREAS","Hs 766T",-0.729693509208623,-0.955878578503561,-0.955878578503561
"764",25,"PHA-665752","HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HuT 78",-0.625382387558895,-0.159322833878107,-0.159322833878107
"765",26,"PHA-665752","IGR37_SKIN","IGR-37",-0.704555843603249,-0.936445493472905,-0.936445493472905
"766",27,"PHA-665752","KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS-11",-0.663458135389331,-0.0589520181582917,-0.0589520181582917
"767",28,"PHA-665752","KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS-26",-0.625978916179129,-0.750150783960429,-0.750150783960429
"768",29,"PHA-665752","LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","LP-1",-0.619579801018533,-0.554848603179162,-0.554848603179162
"769",30,"PHA-665752","MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","MC116",-0.580808649015528,-0.726579831107517,-0.726579831107517
"770",31,"PHA-665752","MFE280_ENDOMETRIUM","MFE-280",-0.704366762457792,-0.850392088950284,-0.850392088950284
"771",32,"PHA-665752","MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Mino",-0.599511240002399,-0.877977874431988,-0.877977874431988
"772",33,"PHA-665752","MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","MJ",-0.630955821605762,-0.711427075702074,-0.711427075702074
"773",34,"PHA-665752","NCIH1373_LUNG","NCI-H1373",-0.74432484365153,-0.78602525615964,-0.78602525615964
"774",35,"PHA-665752","NCIH1703_LUNG","NCI-H1703",-0.72719053387724,-0.143846301647762,-0.143846301647762
"775",36,"PHA-665752","NCIH647_LUNG","NCI-H647",-0.747077583954805,-0.582758165485769,-0.582758165485769
"776",37,"PHA-665752","NCIN87_STOMACH","NCI-N87",-0.719032594896892,-0.693230818142546,-0.693230818142546
"777",38,"PHA-665752","OC314_OVARY","OC 314",-0.742541007182368,-0.680279745146441,-0.680279745146441
"778",39,"PHA-665752","OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","OCI-LY10",-0.588481082611428,-0.955878578503561,-0.955878578503561
"779",40,"PHA-665752","OVSAHO_OVARY","OVSAHO",-0.713724300852594,-0.955878578503561,-0.955878578503561
"780",41,"PHA-665752","P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","P3HR-1",-0.580904931831186,-0.611639058267083,-0.611639058267083
"781",42,"PHA-665752","RERFGC1B_STOMACH","RERF-GC-1B",-0.72253785780929,-0.751445891260039,-0.751445891260039
"782",43,"PHA-665752","SAOS2_BONE","Saos-2",-0.723814958778952,-0.955878578503561,-0.955878578503561
"783",44,"PHA-665752","SBC5_LUNG","SBC-5",-0.695252854045155,-0.811344603867026,-0.811344603867026
"784",45,"PHA-665752","SKCO1_LARGE_INTESTINE","SK-CO-1",-0.694667630080432,-0.796321359191544,-0.796321359191544
"785",46,"PHA-665752","SKMEL31_SKIN","SK-MEL-31",-0.710433762466961,-0.712009873986899,-0.712009873986899
"786",47,"PHA-665752","SNU398_LIVER","SNU-398",-0.698516917366806,-0.587614817859308,-0.587614817859308
"787",48,"PHA-665752","SW1573_LUNG","SW 1573",-0.726329595114555,-0.688244655039046,-0.688244655039046
"788",49,"PHA-665752","SW403_LARGE_INTESTINE","SW403",-0.674000755619259,-0.794184432147187,-0.794184432147187
"789",50,"PHA-665752","TCCSUP_URINARY_TRACT","TCCSUP",-0.717625987130197,-0.600630646220394,-0.600630646220394
"790",51,"PHA-665752","TE11_OESOPHAGUS","TE-11",-0.738541286101732,-0.44269231103289,-0.44269231103289
"791",52,"PHA-665752","WM1799_SKIN","WM1799",-0.717114051230155,-0.557762594603285,-0.557762594603285
"792",53,"PHA-665752","WM983B_SKIN","WM-983B",-0.71995090342737,-0.0951502671824059,-0.0951502671824059
"793",54,"PHA-665752","X1321N1_CENTRAL_NERVOUS_SYSTEM","1321N1",-0.727546818795516,-0.89941837577704,-0.89941837577704
"794",55,"PHA-665752","X639V_URINARY_TRACT","639-V",-0.734977166127507,-0.716218972710633,-0.716218972710633
"795",56,"PHA-665752","X769P_KIDNEY","769-P",-0.733147247142797,-0.52266518678384,-0.52266518678384
"796",1,"PLX4720","ASPC1_PANCREAS","AsPC-1",-0.75082273065088,-0.771455299039022,-0.771455299039022
"797",2,"PLX4720","BCPAP_THYROID","B-CPAP",-0.730325051828381,-0.163596687966822,-0.163596687966822
"798",3,"PLX4720","CAL27_UPPER_AERODIGESTIVE_TRACT","CAL 27",-0.749147672039598,-0.955878578503561,-0.955878578503561
"799",4,"PLX4720","DETROIT562_UPPER_AERODIGESTIVE_TRACT","Detroit 562",-0.749463171598074,-0.881215642681014,-0.881215642681014
"800",5,"PLX4720","EFM19_BREAST","EFM-19",-0.746695807170778,-0.955878578503561,-0.955878578503561
"801",6,"PLX4720","GAMG_CENTRAL_NERVOUS_SYSTEM","GAMG",-0.729808795058141,-0.85615531643355,-0.85615531643355
"802",7,"PLX4720","HARA_LUNG","HARA",-0.745502975890713,-0.862048054646778,-0.862048054646778
"803",8,"PLX4720","HEC151_ENDOMETRIUM","HEC-151",-0.745434839266686,-0.955878578503561,-0.955878578503561
"804",9,"PLX4720","HEC6_ENDOMETRIUM","HEC-6",-0.742117625451573,-0.327686782827476,-0.327686782827476
"805",10,"PLX4720","HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HEL 92.1.7",-0.72271474991119,-0.893111203227937,-0.893111203227937
"806",11,"PLX4720","HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HH",-0.724168625112861,-0.885554252134709,-0.885554252134709
"807",12,"PLX4720","HMC18_BREAST","HMC-1-8",-0.735263594514872,-0.907668209275559,-0.907668209275559
"808",13,"PLX4720","HS578T_BREAST","Hs 578T",-0.724616977040411,-0.753323796844475,-0.753323796844475
"809",14,"PLX4720","HS746T_STOMACH","Hs 746T",-0.731032916283525,-0.816525033065468,-0.816525033065468
"810",15,"PLX4720","HS852T_SKIN","Hs 852.T",-0.719131353747141,-0.877977874431988,-0.877977874431988
"811",16,"PLX4720","HS939T_SKIN","Hs 939.T",-0.716916909578277,-0.128434524782396,-0.128434524782396
"812",17,"PLX4720","HUPT3_PANCREAS","HUP-T3",-0.749969278981055,-0.846636277781413,-0.846636277781413
"813",18,"PLX4720","ISHIKAWAHERAKLIO02ER_ENDOMETRIUM","Ishikawa (Heraklio) 02 ER-",-0.744856068465632,-0.508872294042988,-0.508872294042988
"814",19,"PLX4720","JHH2_LIVER","JHH-2",-0.734852423979678,-0.819762801314495,-0.819762801314495
"815",20,"PLX4720","KCIMOH1_PANCREAS","KCI-MOH1",-0.751313877500301,-0.912524861649098,-0.912524861649098
"816",21,"PLX4720","KLE_ENDOMETRIUM","KLE",-0.742287343820646,-0.743740002827357,-0.743740002827357
"817",22,"PLX4720","KYSE410_OESOPHAGUS","KYSE-410",-0.747593717835065,-0.895170423834317,-0.895170423834317
"818",23,"PLX4720","L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","L-363",-0.725954878445645,-0.364856362326298,-0.364856362326298
"819",24,"PLX4720","LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","LP-1",-0.725647000033724,-0.729947110086505,-0.729947110086505
"820",25,"PLX4720","LUDLU1_LUNG","LUDLU-1",-0.75098184435545,-0.884064878740157,-0.884064878740157
"821",26,"PLX4720","MFE280_ENDOMETRIUM","MFE-280",-0.741533573641219,-0.865739110450668,-0.865739110450668
"822",27,"PLX4720","MFE296_ENDOMETRIUM","MFE-296",-0.736129720837257,-0.712463161541763,-0.712463161541763
"823",28,"PLX4720","MKN7_STOMACH","MKN7",-0.74786997325757,-0.6973751615013,-0.6973751615013
"824",29,"PLX4720","MOGGCCM_CENTRAL_NERVOUS_SYSTEM","MOG-G-CCM",-0.72705880077097,-0.828180998761963,-0.828180998761963
"825",30,"PLX4720","MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","MOLP-8",-0.726439369220666,-0.740243213118408,-0.740243213118408
"826",31,"PLX4720","NCIH1155_LUNG","NCI-H1155",-0.732576923894161,-0.579649907966703,-0.579649907966703
"827",32,"PLX4720","NCIH1184_LUNG","NCI-H1184",-0.731905456205362,-0.867811282130045,-0.867811282130045
"828",33,"PLX4720","NCIH1581_LUNG","NCI-H1581",-0.734325527764294,-0.944701802507922,-0.944701802507922
"829",34,"PLX4720","NCIH1703_LUNG","NCI-H1703",-0.735308046845365,-0.325485100418138,-0.325485100418138
"830",35,"PLX4720","NCIH1869_LUNG","NCI-H1869",-0.750405275889734,-0.571166955154254,-0.571166955154254
"831",36,"PLX4720","NCIH1975_LUNG","NCI-H1975",-0.743384234181219,-0.913165939762406,-0.913165939762406
"832",37,"PLX4720","NCIH28_PLEURA","NCI-H28",-0.738171531814789,-0.851622440884913,-0.851622440884913
"833",38,"PLX4720","NCIH727_LUNG","NCI-H727",-0.746198392932187,-0.838218080333945,-0.838218080333945
"834",39,"PLX4720","OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","OCI-AML5",-0.719311989802365,-0.183800361840746,-0.183800361840746
"835",40,"PLX4720","OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","OCI-LY10",-0.724613490685385,-0.910951306280072,-0.910951306280072
"836",41,"PLX4720","OVCAR4_OVARY","OVCAR-4",-0.747377195636423,-0.955878578503561,-0.955878578503561
"837",42,"PLX4720","PK59_PANCREAS","PK-59",-0.750933046241588,-0.947117177621696,-0.947117177621696
"838",43,"PLX4720","RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Raji",-0.724020124795158,-0.877524586877124,-0.877524586877124
"839",44,"PLX4720","SKLU1_LUNG","SK-LU-1",-0.732456797610098,-0.577642491652307,-0.577642491652307
"840",45,"PLX4720","SKMEL2_SKIN","SK-MEL-2",-0.718807365275634,-0.669336088464732,-0.669336088464732
"841",46,"PLX4720","SKMEL24_SKIN","SK-MEL-24",-0.715430254022311,-0.287279435079627,-0.287279435079627
"842",47,"PLX4720","T47D_BREAST","T-47D",-0.746537198275719,-0.923895903739679,-0.923895903739679
"843",48,"PLX4720","TCCSUP_URINARY_TRACT","TCCSUP",-0.734911608966159,-0.85855126493783,-0.85855126493783
"844",49,"PLX4720","TE9_OESOPHAGUS","TE-9",-0.75187703062921,-0.687273324564338,-0.687273324564338
"845",50,"PLX4720","X769P_KIDNEY","769-P",-0.738114402381792,-0.737005444869382,-0.737005444869382
"846",51,"PLX4720","X8505C_THYROID","8505C",-0.733793648073229,-0.69491445763204,-0.69491445763204
"847",52,"PLX4720","ZR751_BREAST","ZR-75-1",-0.748190480721366,-0.590593564648412,-0.590593564648412
"848",1,"RAF265","A2780_OVARY","A2780",0.00113517500539299,0.374908927211234,0.374908927211234
"849",2,"RAF265","AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","AMO-1",-0.0035562414679395,0.212955759394938,0.212955759394938
"850",3,"RAF265","ASPC1_PANCREAS","AsPC-1",-0.0480658666094533,0.0508730808486808,0.0508730808486808
"851",4,"RAF265","AZ521_STOMACH","AZ-521",0.00068463917185916,0.454881802962184,0.454881802962184
"852",5,"RAF265","BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","BL-41",-0.0117130936792741,-0.422877169348849,-0.422877169348849
"853",6,"RAF265","CAL27_UPPER_AERODIGESTIVE_TRACT","CAL 27",-0.0267891130452436,-0.252182027260182,-0.252182027260182
"854",7,"RAF265","CAS1_CENTRAL_NERVOUS_SYSTEM","CAS-1",0.0151054699843501,-0.443210353952735,-0.443210353952735
"855",8,"RAF265","DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","DOHH-2",-0.01384006704384,0.525659416885899,0.525659416885899
"856",9,"RAF265","DU145_PROSTATE","DU 145",0.00748266965203884,0.606538867746577,0.606538867746577
"857",10,"RAF265","HCC1569_BREAST","HCC1569",-0.0114694506342705,-0.818338183284923,-0.818338183284923
"858",11,"RAF265","HDQP1_BREAST","HDQ-P1",-0.0238584103981574,0.371476892867266,0.371476892867266
"859",12,"RAF265","HEC251_ENDOMETRIUM","HEC-251",-0.0114601280319323,0.391356789916288,0.391356789916288
"860",13,"RAF265","HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HT",-0.0110712522168996,0.151761939488341,0.151761939488341
"861",14,"RAF265","HT1197_URINARY_TRACT","HT-1197",-0.0252892187152446,0.226036343121004,0.226036343121004
"862",15,"RAF265","HUPT3_PANCREAS","HUP-T3",-0.0121988264775703,-0.36025873141268,-0.36025873141268
"863",16,"RAF265","IMR32_AUTONOMIC_GANGLIA","IMR-32",-0.0125591269235632,0.179218214240084,0.179218214240084
"864",17,"RAF265","KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS-12-BM",-0.00903886377192838,0.46420657551938,0.46420657551938
"865",18,"RAF265","KP3_PANCREAS","KP-3",-0.0154573924029438,0.0103362223708714,0.0103362223708714
"866",19,"RAF265","MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","MEC-1",-0.00821337597846402,0.724652653471057,0.724652653471057
"867",20,"RAF265","MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","MEG-01",-0.000188596524553462,0.488943124941941,0.488943124941941
"868",21,"RAF265","MELHO_SKIN","MEL-HO",0.0103606190174067,0.448082489639229,0.448082489639229
"869",22,"RAF265","NCIH1092_LUNG","NCI-H1092",-0.0412586358903972,-0.516901959300573,-0.516901959300573
"870",23,"RAF265","NCIH1299_LUNG","NCI-H1299",0.0160938507148613,0.470682112017432,0.470682112017432
"871",24,"RAF265","NCIH1341_LUNG","NCI-H1341",-0.00611284404375664,0.100928977978628,0.100928977978628
"872",25,"RAF265","NCIH1693_LUNG","NCI-H1693",-0.0115823592631822,0.28211448919414,0.28211448919414
"873",26,"RAF265","NCIH2122_LUNG","NCI-H2122",-0.0264768536360865,0.397702815684379,0.397702815684379
"874",27,"RAF265","NCIH358_LUNG","NCI-H358",-0.00907469724417084,0.300310746753668,0.300310746753668
"875",28,"RAF265","NCIH727_LUNG","NCI-H727",-0.0322799649104265,-0.662795796601699,-0.662795796601699
"876",29,"RAF265","OVSAHO_OVARY","OVSAHO",-0.0110057976022728,-0.472415023558952,-0.472415023558952
"877",30,"RAF265","P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","P12-ICHIKAWA",-0.00976991301701643,0.526371725900685,0.526371725900685
"878",31,"RAF265","PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Pfeiffer",-0.0142926475272985,1.12775480047483,1.12775480047483
"879",32,"RAF265","RT4_URINARY_TRACT","RT4",-0.0263117881107673,-0.0461304558921475,-0.0461304558921475
"880",33,"RAF265","SCABER_URINARY_TRACT","SCaBER",-0.0161100773605346,-0.141256087048541,-0.141256087048541
"881",34,"RAF265","SKES1_BONE","SK-ES-1",-0.00143327074038032,0.812007640829786,0.812007640829786
"882",35,"RAF265","SNUC2A_LARGE_INTESTINE","SNU-C2A",-0.0216263774590362,-0.392830679997885,-0.392830679997885
"883",36,"RAF265","SW1271_LUNG","SW 1271",0.0150607747776771,-0.065880842211208,-0.065880842211208
"884",37,"RAF265","SW480_LARGE_INTESTINE","SW480",-0.00717448355842184,-0.113605546201856,-0.113605546201856
"885",38,"RAF265","T47D_BREAST","T-47D",-0.0273662344145444,-0.00093121113574024,-0.00093121113574024
"886",39,"RAF265","TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Toledo",-0.00290535234886521,-0.892910461596497,-0.892910461596497
"887",40,"RAF265","TOV112D_OVARY","TOV-112D",0.00494835961863552,0.0862295101280481,0.0862295101280481
"888",41,"RAF265","TOV21G_OVARY","TOV-21G",-0.00230087608969639,1.21737622560788,1.21737622560788
"889",42,"RAF265","TYKNU_OVARY","TYK-nu",0.0103272355787875,-0.0702194516649033,-0.0702194516649033
"890",43,"RAF265","VMRCLCD_LUNG","VMRC-LCD",-0.0336718046787485,-0.661500689302088,-0.661500689302088
"891",44,"RAF265","WM88_SKIN","WM-88",0.0104171330388345,0.969168911637524,0.969168911637524
"892",45,"RAF265","X1321N1_CENTRAL_NERVOUS_SYSTEM","1321N1",0.0141129681151713,-0.25561406160415,-0.25561406160415
"893",46,"RAF265","X22RV1_PROSTATE","22Rv1",-0.017633482367042,-0.380591916016566,-0.380591916016566
"894",1,"Sorafenib","A2780_OVARY","A2780",-0.616884410926637,-0.314282422276507,-0.314282422276507
"895",2,"Sorafenib","A375_SKIN","A-375",-0.660371732546632,-0.559705255552701,-0.559705255552701
"896",3,"Sorafenib","AN3CA_ENDOMETRIUM","AN3 CA",-0.628083516433313,-0.830706457996203,-0.830706457996203
